,ci_test_results,z_test_results,z_test_p_values,t_test_p_values,mean_diff
TMEM69,True,True,0.01728725831574999,0.017474142206372296,1.4345199294000022
TNMD,False,False,0.6833205467115357,0.6834080441533144,0.1583326749868197
TSPY8,False,False,0.47728124506887293,0.4774472891962739,1.3078651375685821
CYP1B1,False,False,0.5286197033233007,0.5287639432278219,2.699700756664008
BSDC1,False,False,0.1329861321340962,0.1333024686457155,2.126044659999991
ATP6V1B2,False,False,0.812764182573965,0.8128127909508819,0.9911930280000121
RP11-903H12.5,False,False,0.8900913456436061,0.8901192219419267,0.18696629479399807
PABPC1L2A,False,False,0.2963521680625989,0.2966050447335813,1.20885590237132
RFPL3,False,False,0.6155807403395979,0.6156915027180198,0.742445037065607
KLRK1,True,True,6.388454853371604e-63,1.2101782995757462e-55,194.59362588919728
SFXN5,False,False,0.851849257934671,0.8518872149403625,0.23369634958000063
EPHA5,False,False,0.3112784623285235,0.3115238777058894,1.2670658291044201
CLEC14A,False,False,0.15061886744804176,0.15093231195862633,4.468824953547644
MYH11,False,False,0.6062953089599277,0.6064094448252053,1.0350633299720005
IL17REL,False,False,0.13449732021919883,0.13481348879208863,2.2948638014650804
PATE3,False,False,0.32554628115792716,0.32578455240700743,1.3780964763618502
LDHC,False,False,0.5419946319661482,0.5421334425320468,0.1813806798472798
DPPA5,False,False,0.6308649385275329,0.6309702480479437,0.9044819590784141
CYP1A1,False,False,0.42843113861333715,0.4286193116716768,2.0252693881180006
OR52N4,False,False,0.15953153857339353,0.15984284754114594,2.2847708972135994
TAF5,False,False,0.6143834453133065,0.6144946400774042,0.5513457099999997
PSMC2,False,False,0.3204645621185267,0.3207053775250746,2.5311843240000087
FBXO5,False,False,0.05553683103845099,0.05582249855889337,3.3960249428800005
CADM1,False,False,0.7617089069569144,0.7617721060008784,0.47564880373399987
GTPBP4,False,False,0.2514297250883084,0.25170460609863116,0.9257354402000004
MS4A3,False,False,0.8535005795841967,0.8535380949519235,0.7210229897991081
CT45A3,False,False,0.2090283859471953,0.20932237015433217,0.8257056284880874
KHDRBS1,False,False,0.07510659248979318,0.07541081137434419,3.801390065999996
CEACAM6,False,False,0.7548261953072589,0.7548914293119878,4.212135630550698
UGT1A4,False,False,0.10676527200854728,0.10708141495164451,2.8033727760229272
P4HTM,False,False,0.2821140279776695,0.2823739795110122,1.2567507868000014
ARPC1B,True,True,1.4426951125342425e-05,1.5891918942167878e-05,39.886403986000005
PRSS22,False,False,0.44358215905886234,0.44376333099574683,1.5057784486693864
SH2D6,False,False,0.1613578336743141,0.16166865766989544,0.99777227035194
LZTS1,False,False,0.3338870449361111,0.3341211445806679,1.5868626172906004
PRSS33,False,False,0.5592341881565412,0.5593661532102722,0.2283548675313003
LUZP4,False,False,0.7293715615763622,0.7294444779258449,0.2132495105101765
GPC5,False,False,0.4034149472243167,0.4036149308602228,1.06189601620648
KCNIP4,False,False,0.5451530840850118,0.5452906276624117,0.8434651796688004
OR4F29,False,False,0.3206062310062686,0.32084697547225577,1.1245140319994456
SETD1A,False,False,0.10453435680106572,0.10485015692759797,1.2171181963999977
ITGB6,False,False,0.3408824809945109,0.3411130885722602,1.5826034321119913
HACD4,True,True,7.335399011895394e-06,8.185862679935908e-06,3.9601215602399975
CHI3L1,False,False,0.11145420928054645,0.11177088295392174,25.16210932615524
TM7SF2,False,False,0.5312025122263333,0.53134569558875,1.9240452428000019
CDIPT,True,True,2.234124982842617e-09,3.108358865541926e-09,9.044862617999982
SRM,True,True,3.0383166433512358e-05,3.302535066451755e-05,16.394083335000005
CT62,False,False,0.542360480639243,0.5424991441522466,0.6237145042296411
CT55,False,False,0.7915184967383536,0.7915730742534257,0.29214396831794365
F5,False,False,0.7391578541547172,0.7392277870371415,0.5522656335550007
RAF1,False,False,0.258443840695152,0.25871536308907844,2.1597751479999943
CH17-223I5.6,False,False,0.19833485410500495,0.19863317777154507,1.6754319267602666
PLGLB2,False,False,0.7181734076226526,0.718249785620626,0.21566283753978355
PLXNA2,False,False,0.6287306637495542,0.6288367273213128,0.26304670772399996
IP6K3,False,False,0.2170383612391903,0.2173289422041654,1.5680435512230526
FDFT1,True,True,0.0028448467619071826,0.0029141221126326635,14.625583931999984
RASL10B,False,False,0.21146885801785298,0.21176181813479125,0.6088633868670799
SOX30,False,False,0.7958720124531039,0.7959253555168474,0.2862005751429999
KRT27,False,False,0.5548091507254649,0.5549428565612424,0.28244681118406423
MIP,False,False,0.10631432952867335,0.10663040803018267,1.0855880659411001
EXOSC6,False,False,0.6642439729303903,0.6643377918226625,0.36677098619999526
PDE4C,False,False,0.284865717229732,0.2851243062909495,1.9587520708275998
AMY2B,False,False,0.27913709663959907,0.27939851894527334,1.2809954936399954
TFAP4,False,False,0.7267205087706916,0.7267942399642144,0.40128616281199925
FSCN2,False,False,0.7041652809544536,0.7042460636902222,0.628590035058
CLEC19A,False,False,0.06268321500545752,0.06297704356828396,1.9597843325366004
OR1D5,False,False,0.15871322822037692,0.15902474949852022,2.1619597656139664
CREB5,False,False,0.11614592945047458,0.11646289515186063,2.964165053548001
HSPB2,False,False,0.9263862563978584,0.9264047989296733,0.09816476572483257
MYLIP,True,True,2.0778309787038563e-10,3.154870022856003e-10,20.423115019800015
SLC25A45,True,True,0.0033644337689001345,0.0034412681040311096,2.100388388800006
MS4A4A,False,False,0.9075766300808632,0.9075999860918218,0.21266564078739947
DNAJC27,False,False,0.39171490685120336,0.3919205129630007,0.9286069618400008
RRP1,False,False,0.912173008431968,0.9121951838736131,0.1732668007999969
FAM185A,False,False,0.5318894586208048,0.532032361628783,0.682349977186
RPL10A,True,True,3.0864737727943782e-24,3.9307326152349544e-23,369.8905183199997
MSH3,False,False,0.06362935639722726,0.0639241333233742,3.9519063240399994
FBXL3,False,False,0.49865627471767393,0.498813055238269,1.0031972740000015
NUDT10,False,False,0.3336063505573382,0.33384059046862036,1.2015849924823996
C9orf116,False,False,0.2622797745457238,0.26254944427399385,1.1028742208180011
KRTAP4-1,False,False,0.3341197203966698,0.334353703777835,1.09285250068461
CKAP5,False,False,0.873680275033355,0.8737124415436099,0.3608079931999981
TRAPPC2,True,True,8.200631625160263e-08,1.0190903015162985e-07,7.7460233186000025
NUAK2,True,True,8.236033996040157e-13,1.594244535758915e-12,10.270589706199996
PIWIL1,False,False,0.24457461756822063,0.24485273945446387,1.5011846563077702
PSMB6,True,True,0.01036217008860299,0.01050771574027927,11.279344522000002
COQ9,False,False,0.8636324672577853,0.863667286241506,0.19800094180000016
MPEG1,False,False,0.43404657005763136,0.43423213438541897,13.512107267299996
HDGFRP2,True,True,0.029304365305562182,0.029537592328153124,6.180212660999992
C6orf48,True,True,3.094628523344106e-06,3.515394648347949e-06,30.632021434000023
VPS37D,False,False,0.659288364671218,0.6593838543279538,0.5737026425540401
RPS11,True,True,8.594739511737155e-26,1.5470098355918367e-24,1290.1045025199992
TULP1,False,False,0.7102865233266444,0.7103653709119349,0.16327145229010942
PARD3B,False,False,0.08419855500910349,0.08450799097502304,2.1363701950109997
CERKL,True,True,3.82423229162767e-05,4.14057211796982e-05,6.928140979800002
CER1,False,False,0.6894673122851096,0.6895528092079044,0.24312601047583726
SPATA31A5,False,False,0.660034331350311,0.660129568739058,0.617291388849309
TMEM102,False,False,0.24813347269673391,0.24840991760380685,1.4411362152000002
PRKCG,False,False,0.4693458902419705,0.4695154397910126,1.00348228498421
CCDC171,False,False,0.657472464875507,0.6575685697696317,0.41853232003999974
SERPINB7,False,False,0.5773730668423551,0.5774980129147275,0.9514600469109844
MYO1F,True,True,9.563689752466816e-28,2.7372771540071864e-26,85.1995039443
NPAT,False,False,0.32757446898456044,0.32781172524802793,1.0138241362000002
PKHD1L1,False,False,0.05013711293689742,0.05041527763496792,1.0069467750547
FDXR,False,False,0.8125963940962178,0.8126450490856594,0.21061246858000082
DIS3,False,False,0.5078572447016663,0.5080101188207464,0.9017003732000006
DAPP1,True,True,9.023019560690726e-30,4.320940427507848e-28,27.605740454519996
SYT10,False,False,0.1257582799293027,0.1260751805153565,2.4885185976436515
KCNJ18,False,False,0.9065314499214899,0.9065550748059734,0.055769486242129185
ZCCHC24,False,False,0.40527340525655053,0.4054725013376854,1.5447712001200014
GMIP,True,True,3.2773036045646765e-06,3.7183516479570345e-06,15.0845197804
TBX21,True,True,3.944842535614656e-49,1.332941822212689e-44,78.445882694152
GPR88,False,False,0.36737246758537234,0.367589945817415,0.5632135892188401
CYB5RL,False,False,0.8510878849096208,0.8511260457519197,0.12055572139319981
RAP2C,False,False,0.8201152797399384,0.8201618538231126,0.31837215119999485
FAM159A,True,True,0.04767146648516809,0.04794575896753667,3.3545665264679982
ADAM19,True,True,9.0988152498974e-29,3.361872123276905e-27,37.36088534883999
SPDYA,False,False,0.2522467892356898,0.2525212810942204,0.6968273881560001
PUS7L,False,False,0.4967833997494675,0.4969409814335666,0.6527371488000018
ASB12,False,False,0.3055166337570332,0.30576493251174774,0.774940835963124
TANK,False,False,0.36861038498561105,0.3688272544057921,2.3040476339999856
STRADB,True,True,6.962222707377929e-09,9.323624157813028e-09,4.046142910000004
COL17A1,False,False,0.8242160007409384,0.824261446578413,0.7298241962121992
AGA,False,False,0.5310186568007698,0.5311619152442102,0.8460629070000003
C19orf47,False,False,0.11815594728353435,0.11847297004347233,1.4837022694000002
CRAT,False,False,0.22417288593304385,0.22446034119015879,1.4461342741999985
RIMBP3,False,False,0.7408689170094751,0.7409383321535459,0.6961134299355995
PRRC1,False,False,0.062380177280396666,0.06267369597810421,1.6668521289999987
PPM1J,False,False,0.313052808633678,0.31329733563810863,2.8678188605179997
HOXC12,False,False,0.9242168026434573,0.9242358980681169,0.10593495421532384
TSTA3,True,True,0.015347819041127942,0.015524641447993466,4.641534867999994
PFAS,False,False,0.16156605691475767,0.1618768246550757,1.3580348174
PRM1,False,False,0.10547154316454425,0.10578749467643248,2.6266353894828542
NUP50,True,True,0.0440166600041536,0.04428462799671403,3.5608164499999972
PCDH8,False,False,0.7123991378094892,0.712477321279807,0.06822582223232848
USP17L19,False,False,0.6103606959302077,0.6104733490844255,0.17305637860825557
NFE2,False,False,0.5426655506682336,0.5428040916175545,1.7192154732930405
ERMN,False,False,0.8604148215143476,0.8604504943675608,0.18425126987200002
AGFG1,True,True,4.990121533074184e-05,5.37917060622939e-05,8.252900468000007
MAP2K5,True,True,0.004861852809270918,0.004957636770095827,2.482662448600003
MARS,False,False,0.056088795988463454,0.056375161352678185,26.700864480000064
FGF20,False,False,0.7120552848525667,0.7121335762849789,0.2716296697640257
MOB4,True,True,0.0339183375271203,0.034164380329154254,2.261736878000015
C11orf54,False,False,0.17255864584519331,0.17286618364089484,1.3133263128000046
DRP2,False,False,0.27720792789994086,0.277470301370774,0.5313255849331202
KLHDC7B,False,False,0.1208774477357648,0.12119448641798133,1.9984996392299994
HNRNPL,False,False,0.5920701455905117,0.5921895405182055,2.411744478000003
NUDT8,False,False,0.2693218125472754,0.2695880559108577,1.7787841519639986
RGMA,False,False,0.5871859414157354,0.5873071677572017,1.0318824647116798
DYRK1A,False,False,0.2901878063575035,0.290443753132523,1.9951654139999988
ZNF486,True,True,0.025876683291957286,0.026098894032808892,1.2589657930199998
CHRNE,False,False,0.7796334254537095,0.7796914042056655,0.3642098873563997
KRT76,False,False,0.772753165807986,0.7728131351133289,0.13000905480991964
FGF8,False,False,0.3429101246029722,0.34313972149536864,1.6133058852058002
OTOF,False,False,0.6877117656259366,0.687797832135044,0.5971344800226008
DNPH1,True,True,0.00025279486377489604,0.0002660308741801521,9.425667657799998
P2RY13,False,False,0.46378365135389765,0.4639556791240419,1.9780714136669992
RPL28,True,True,4.918213751898341e-10,7.226023765746713e-10,369.5471385599999
GPKOW,True,True,4.241296280360845e-06,4.786014789246977e-06,6.901770584800001
ZNF225,True,True,0.01155360279758182,0.011707480084286173,0.6614091995200004
NDUFV1,True,True,5.260399364360844e-05,5.6656615600700814e-05,12.815271509999988
ITGB2,True,True,3.886195575168143e-61,3.0213968386008177e-54,376.852173508
RNF13,False,False,0.3081362424627687,0.30838323062844647,2.434159184000002
MTFR1,False,False,0.5913274529678796,0.5914471255274135,0.8148205760799989
SUB1,True,True,2.768661807325198e-10,4.157377065879791e-10,55.554972522000014
GALNT14,False,False,0.7329157199139503,0.7329875513605084,0.23316079525236022
MPDU1,False,False,0.10422112926972525,0.10453687637884251,2.0877998845999954
SLC16A8,False,False,0.8409389959415363,0.8409798869426546,0.2354947203973996
EIF5A,True,True,0.002313704507384104,0.0023745321256999886,49.76086312000007
MAFG,False,False,0.7704118131214104,0.770472463528963,0.44820777059999983
MUL1,True,True,0.020375890592170147,0.02057700301592987,1.78705639
CLK3,True,True,1.781469437077659e-06,2.0483231534669332e-06,9.031961964000004
ANKRD34A,False,False,0.824119852190752,0.8241653244292022,0.2460516451519994
IPO13,False,False,0.4009591650296952,0.4011603238611119,1.1506999080000035
ZNF713,False,False,0.5965099780294234,0.5966277196244458,0.7102047464200001
RIMS3,False,False,0.6043737461698264,0.6044885859765026,0.40182076038599934
ERAL1,False,False,0.5921488820033975,0.5922682475159071,0.9673813790000025
ANKDD1A,False,False,0.3392205917796427,0.3394520282689759,0.4932343654180005
FAM217B,True,True,0.0024119098484582484,0.0024743627366766692,2.836341794600001
ABHD14A,True,True,1.2055783982048388e-07,1.482257684692638e-07,5.390170076999993
MYO19,False,False,0.49488497867284176,0.49504337451772895,0.541209452800004
ZNF83,True,True,6.000122412705328e-05,6.448712708587581e-05,6.3299735899999945
PER2,False,False,0.22634045370193945,0.22662694348559184,1.7462852838000007
PCDHGC5,False,False,0.8134927009720825,0.813541107056897,0.13637864836518032
IGF2R,True,True,2.5796537914615483e-17,9.11044531297857e-17,26.86496917539999
ABCG4,False,False,0.7978165462960958,0.7978693399077327,0.08772102595420805
SHROOM1,False,False,0.7865087633056327,0.7865647688482799,0.10151679065799968
ADGRL4,False,False,0.4238400467596253,0.42403036456620236,1.8665830592959995
SGCZ,False,False,0.21445303037273367,0.21474472276239404,0.748164686525751
ERMARD,False,False,0.2657440475225794,0.2660120355083645,1.806052169600008
TAGLN2,False,False,0.9241691795253775,0.9241882870931725,3.0423318399999744
NUDT16L1,True,True,4.420999875516994e-08,5.592002492722614e-08,9.701705313999994
GABRG1,False,False,0.15248716167033877,0.1528001919354349,0.7404289113669771
DUSP26,False,False,0.29123199739487915,0.2914874247812257,1.9546517851612681
VRTN,False,False,0.9459215766265903,0.9459351630841957,0.08734886987958013
KCNQ5,False,False,0.7969753190472448,0.7970283502133281,0.3599169725679987
RPL23,True,True,1.1783405181159838e-09,1.6767902308795688e-09,366.59580826000047
PDCL2,False,False,0.6587150127244101,0.658810696460788,0.5351315919956519
EXOSC10,False,False,0.5023738827387589,0.5025290789861376,0.6512072140000029
PTPRJ,True,True,1.0451318270173095e-14,2.5467946298448015e-14,14.185265757000003
UBAP1L,False,False,0.528961175144373,0.5291052751415556,0.7696970311886
EPS8L3,False,False,0.8627623944201459,0.8627974440768498,0.320105479226227
SERTAD1,True,True,1.3670158592385521e-07,1.6750007963022497e-07,7.135131649400005
PTP4A3,True,True,0.04361096339059284,0.043878182892045786,3.3995386025800016
RALGAPA1,False,False,0.5063776645568481,0.5065311635384329,1.3337919646000032
KRTAP10-8,False,False,0.20881449402874208,0.20910856742944908,1.567047738432424
PDE8A,False,False,0.28417638553662494,0.28443531616693024,1.4622018279999978
OR3A1,False,False,0.5514917841140099,0.5516268023577645,0.44438174554463983
EFCAB1,False,False,0.11213646574666922,0.11245319623564665,0.8913862250500002
KLK15,False,False,0.407068120312136,0.40726636076760914,0.7811035706513996
YRDC,False,False,0.10065418181421916,0.10096923683172024,2.9400477685999995
CTAG2,False,False,0.8818277030202881,0.8818577334051753,0.36675317059566304
MTCL1,True,True,0.031295987829919235,0.031535004971883815,0.9145730549270015
OR5T2,False,False,0.7118746668869724,0.711953015049651,0.07249828483689999
HTR2A,False,False,0.77666549877035,0.7767243342024338,0.20741578154537987
NFX1,True,True,1.6493466005592173e-05,1.8123452067442043e-05,5.440209732
LMX1B,False,False,0.24200861222269232,0.24228793531220755,1.6368552961833993
KIF16B,True,True,0.002923946463226939,0.0029944135668959946,3.0063214312000017
CT47A11,False,False,0.9910269416654901,0.9910291893331804,0.010605604245583988
KDM7A,False,False,0.854770828815146,0.8548080048838738,0.2068992601999966
ZNF283,False,False,0.3734356424254902,0.373650143581145,0.8803694887999978
CLDN20,False,False,0.8998306309702944,0.8998559835212907,0.16169476854560028
SYT6,False,False,0.45264792490402195,0.45282496571737385,0.9246006322319764
GMPPA,True,True,0.04046952074657319,0.04073060144174523,2.397399067000002
C9orf78,True,True,2.158477061029214e-12,3.989340492109795e-12,15.495621139999997
ZGLP1,False,False,0.6336987531935736,0.6338030651743102,0.10873507312000008
PABPC1L,False,False,0.334040303579743,0.3342743266431587,1.5567876104000007
DUSP9,True,True,0.015400402430185312,0.015577510745207199,0.7882497761053
TENM2,False,False,0.874674614672828,0.8747065197990364,0.1750246074006201
RGAG4,False,False,0.0800617897650944,0.08036906821266368,0.6126510809043199
ANKLE1,False,False,0.16396297656621206,0.16427308290807072,1.5176657765980006
SLC10A5,False,False,0.1976152580361049,0.1979138643493531,0.64770616633384
GSTA1,False,False,0.3784110610018717,0.378623128600026,0.7452866960808802
LRMP,True,True,1.5356934578087292e-12,2.8845103533183392e-12,32.94181101888
ATP5I,False,False,0.5897240225963801,0.5898442955892678,7.131707859999949
ATOH8,False,False,0.5849038347613904,0.5850259213650597,0.44227765484759995
PYGO2,False,False,0.7332427521092013,0.7333144837027253,0.33580687200000625
MDK,False,False,0.9487518108799179,0.948764682277222,0.7025159035399895
SLC25A12,False,False,0.6053216208412884,0.605436113154793,0.40355927620000287
KRTAP21-3,False,False,0.26794750402417467,0.2682144184298364,0.667342885924
PRKCI,False,False,0.4566456036090992,0.45682083690729025,1.2818677318000002
ELOVL4,False,False,0.2017180191951108,0.20201499750633567,2.2544642126444003
FMR1,True,True,0.0014144404690665904,0.0014586268341836507,4.759162146999998
ZNF18,False,False,0.13873834446720862,0.13905395619091562,1.7458631379999972
DBX2,False,False,0.17940122874519904,0.17970652266530324,2.327660663564572
SDHC,False,False,0.4662074513650044,0.4663783970984867,3.751190145999999
SMAP2,True,True,2.4334955103238364e-07,2.9363671001972015e-07,52.83427496800002
TMEM222,True,True,0.006328926830262416,0.006440383100764122,4.685573768600008
ILF2,False,False,0.0706159461906883,0.07091689388515965,8.893513429999985
FAM231C,False,False,0.1441992311943272,0.14451395178390755,2.1151883881864344
TTC23L,False,False,0.6579986634175296,0.6580945898654342,0.5605669243180202
FCGR1A,False,False,0.5514151158442158,0.5515501644941418,0.7517937503081988
GTF2IRD2,False,False,0.08207663556592912,0.08238500754173107,1.2478411858399987
NME9,False,False,0.40302359908105145,0.4032237698134614,1.0545652745380005
TMEM136,False,False,0.39093620057781764,0.39114218296090886,0.5543691059408005
MROH2B,False,False,0.5875626756135741,0.5876837602205285,0.4186397155911168
STAT1,False,False,0.2798291454588724,0.280090226170187,12.242810407000007
TCAF2,True,True,0.00040520603579780143,0.00042383331636141903,4.001515100340001
OXT,False,False,0.4397883503346829,0.43997126409491505,0.5491780865134002
SUN1,True,True,5.591284651897962e-05,6.016109372796158e-05,7.221137583799994
ZNF100,False,False,0.5692484212284263,0.5693764880869896,0.8356487995359974
FEZF1,False,False,0.40519400808412376,0.40539314205151866,0.871640478549651
OR2C1,False,False,0.09382316213253918,0.09413640407924198,1.020029621809744
SLC38A11,True,True,0.0027875258609034877,0.0028559276185758107,3.755736057096601
EPYC,False,False,0.21915602895833086,0.21944569087305704,1.0219980018331325
PRRT4,False,False,0.24751461312212641,0.24779135052670623,1.7150698516725997
OR5B3,False,False,0.36187526394007896,0.36209545148287114,0.7986711924249129
ALG3,False,False,0.5237037808543331,0.5238500424189285,0.9697754200000048
RBPJL,False,False,0.24240468258516834,0.24268382071699007,0.7066150017743789
C7orf60,False,False,0.25204440401219075,0.252318992316727,0.9463208785999999
ALDH6A1,False,False,0.2059614033099998,0.20625665751983588,1.064176449999998
OR6C1,False,False,0.6269627614566804,0.6270694514406558,1.0091815440613998
ANAPC1,True,True,0.04689159512044952,0.0471645988726432,3.2652218620000006
ATAD3C,False,False,0.17014925543766302,0.17045754276926028,1.2399161515640003
PTGFRN,False,False,0.1402179521165852,0.14053334111177448,1.4176516762001992
USP17L30,False,False,0.34069012086402173,0.34092082436239735,0.811797705274703
ATP6V0E1,True,True,5.866376023996451e-06,6.57587979464015e-06,32.896747158000096
C4orf32,False,False,0.6881948925502677,0.6882808021683745,0.2886277306
JKAMP,False,False,0.050782150420039994,0.05106127957803686,4.307851510200003
PFN1,True,True,3.8751410639928344e-45,2.683969458570014e-41,643.1733965599997
ZPBP,False,False,0.38776009518642607,0.3879676148260979,0.6132675285549701
PRR20E,False,False,0.7537666540349431,0.753832202858128,0.32198432380296094
CCT5,False,False,0.8331958480923587,0.833238839089325,5.459659457999976
SLC33A1,False,False,0.08166606284048035,0.08197421868865518,2.177672699200002
MPZL1,False,False,0.18857553757391465,0.18887758146156727,4.141828832800002
PGAM4,False,False,0.3942608929746608,0.39446527062065473,1.4128902094514997
TBC1D30,False,False,0.12840125483529496,0.12871799671827777,2.327869336435101
PLEKHA7,True,True,0.00022452962679855377,0.000236662648352152,2.3135025723429985
SPATA33,False,False,0.561861277749891,0.5619922146304447,0.7503188584
MSH6,False,False,0.2835104710586982,0.28376973149666873,1.8986457294000019
RTN4R,False,False,0.1364761288513191,0.13679205298379724,1.2489265990039993
RBMS3,False,False,0.6480452325460891,0.6481445577291889,0.6579090037102002
GIGYF2,False,False,0.23549832508073654,0.23578066320025573,1.8079475340000002
CES5A,False,False,0.7855300294726794,0.7855863149561748,0.3386692165564613
CLCNKB,False,False,0.9571405651610105,0.957151320787524,0.03775334711474421
DNAJA3,True,True,0.018501819216566594,0.018694539751465216,2.6799294127999964
SIPA1L2,False,False,0.9758845474037839,0.9758905912689388,0.020297599632000285
NODAL,False,False,0.2833066034624464,0.2835659648383396,0.47371399365099987
RSF1,False,False,0.1322483353219432,0.1325647477823786,2.58443999
TMEM161A,True,True,0.0014346718850413234,0.00147927586040996,2.1989233130000017
UROD,False,False,0.23279645892670342,0.23308003346647138,1.8383093106000032
GJD3,False,False,0.17647467280425222,0.1767809465542016,1.6285966569510002
BTK,True,True,3.380562882706583e-25,5.3177183335285464e-24,36.41970081074001
NRBF2,False,False,0.09973983935502326,0.1000546899583755,2.5067503012000003
ANKIB1,False,False,0.7254591947916387,0.7255333146790306,0.40582302179999985
RPRD1B,True,True,0.009952236924752993,0.010094763413153093,2.5886101951999976
HMGN2,False,False,0.15199798439734555,0.15231112491092347,19.729678959999887
DPH6,False,False,0.5379342643315574,0.5380747121671072,0.563458153800001
CD163L1,False,False,0.31685870076040257,0.31710132191232965,1.7050960584737997
RNF17,False,False,0.8197999773345629,0.8198466383600939,0.1676639756647642
ENKD1,False,False,0.39500268016210927,0.3952067003990827,1.1563225040799985
ABRACL,True,True,4.006435784273619e-09,5.464260719264665e-09,17.915046063999995
CD209,False,False,0.6942917913239544,0.6943757301729331,0.686342410235599
GRM7,False,False,0.3702700004590316,0.37048605445476746,1.4822489783875321
FTH1,False,False,0.6805312152996318,0.6806196263183445,120.1203670799996
MUC7,False,False,0.7961631944832865,0.7962164551947788,0.23561871790103017
PLEKHH2,False,False,0.22481914669374115,0.22510631483025215,1.7267182972495996
PLCD3,True,True,0.013679787015403512,0.013847116996455588,5.264283343919999
GNG3,True,True,0.04398718706164879,0.04425510100462954,1.1850585225105994
MAMDC4,False,False,0.4376980275901372,0.4378819043086526,0.910845898899999
CLDN11,False,False,0.6661560392983772,0.666249216742095,2.159816843444002
DUPD1,False,False,0.1231134261461002,0.12343042732772677,1.8468256028060777
RPS21,True,True,3.9254355855872905e-09,5.357461358576201e-09,435.4352754799993
SMIM20,False,False,0.8820681497475092,0.882098117281275,0.17669502799999748
DUSP21,False,False,0.6055083783897285,0.6056228022950401,0.38246984682863866
CCDC23,False,False,0.897342660531314,0.8973686563207388,0.21879411940000182
GALNT8,False,False,0.5414077703807985,0.5415468169975775,1.2163043286474
TTI2,False,False,0.8772757324147888,0.8773069546903558,0.20797433260000098
HTR6,False,False,0.1379187860422197,0.13823451492709954,0.9610196347777797
ST8SIA4,True,True,0.03297457648393334,0.033218164631075506,4.522504725700003
DHX35,False,False,0.49339793472609406,0.4935569697612635,1.2024738530000025
CBL,False,False,0.1847257827742419,0.18502922189311816,1.8595862980000035
TP53TG3B,False,False,0.27674850313288535,0.2770111028803369,1.1450546386736997
AC007906.1,False,False,0.06847747159145427,0.06877667835465698,1.3862329917241998
HOXA2,False,False,0.43618938421094255,0.4363739573442703,0.41468135114499993
CCDC69,True,True,1.3352544394392129e-11,2.2714348634642707e-11,24.802718514599988
UPP1,True,True,2.6023648383582333e-08,3.3438379152150454e-08,11.7219954535
OR4F16,False,False,0.3294031755592245,0.3296395169539429,0.6407604962444631
IMMP2L,False,False,0.20153302074265056,0.2018300733082529,1.5950597622600036
DERL2,True,True,0.043689601302439623,0.04395696664744216,2.7183444336000093
PGAM5,False,False,0.058860414817101504,0.059150107122976,3.560174505000006
ELOVL7,False,False,0.08415142202107796,0.08446083529964922,1.3018145237609984
C7orf43,False,False,0.2739428732591658,0.27420685272379935,1.3097154779999975
MYD88,True,True,0.011651713332859314,0.011806249315817561,9.429936142000003
NOL4,False,False,0.2882005320151837,0.2884574664344073,0.5942111093057376
GMFB,False,False,0.07114732878896879,0.07144869013928751,3.277094823000006
ZNF526,False,False,0.5324284826107823,0.5325711658259304,0.6141905074000018
RBM3,False,False,0.829044819774156,0.8290889428921963,1.2917632799999978
EDEM3,True,True,0.026235812834697354,0.02645924593195964,3.4416441752000004
CRYM,False,False,0.4539852943098366,0.45416172947079037,1.1985428317701983
TLE1,False,False,0.588611790408798,0.5887324807351373,1.4018369914000033
LYPD4,False,False,0.20216169860913213,0.20245849851997907,0.7918623736984802
C17orf59,True,True,0.00015293425273643166,0.00016206124931838722,1.9123081323999962
TUB,False,False,0.5974684121835065,0.5975857982962072,0.8966766049000006
RPP38,True,True,0.007082293083402681,0.007200979769850542,3.134491962999995
NR2C2AP,False,False,0.6454166421163272,0.6455168731487156,0.3558278904000005
IL5RA,False,False,0.5317069562195045,0.531849933683052,0.6166635228958
SYF2,True,True,0.004317602666321888,0.0044069104184915045,5.695504584000005
FAM192A,False,False,0.2519749888531351,0.25224961022910064,3.280645488000033
RP11-722G7.1,False,False,0.939774534391271,0.9397896762946603,0.08525400275400052
SCNN1G,False,False,0.5871447349453096,0.5872659767942212,0.44742010956704026
TMEM8C,False,False,0.5438867407775921,0.5440247916458076,0.4966144302706954
GRM6,False,False,0.1799583962665181,0.18026350037264022,2.3316943537674
PAQR8,False,False,0.1397346614642076,0.1400501247801072,1.2735334700000003
MAPK11,False,False,0.17112068078382137,0.17142866857643882,1.7444344976199995
OR5R1,False,False,0.5881370503518581,0.5882579190202126,0.5614193770974587
AKR7A2,True,True,2.388757492184603e-05,2.6073971482780742e-05,6.653583845000007
ATG9A,True,True,7.451661445851013e-09,9.957055047712337e-09,6.650118092999996
FAM163A,False,False,0.2037425000557438,0.2040386607457199,0.18433275149079603
TTLL2,True,True,0.04153781621705842,0.04180105481958204,1.292539482601745
SUCLA2,False,False,0.08279339370725959,0.08310213493398136,2.378115732000005
RAB39A,False,False,0.6009176600548358,0.6010337710163887,0.3715384182125603
TTLL4,False,False,0.3696738586474416,0.3698902054436284,1.2080339476000006
NANOS3,False,False,0.7063228748421215,0.7064029736231842,0.4758514226390562
RAPH1,False,False,0.2694697662498443,0.26973593730723416,2.408925310774001
TAC1,False,False,0.27005615615239276,0.27032204051634895,2.4948699698519143
